ADDRESS_NUMBER;STREET_NAME;Y_COORDINATE;X_COORDINATE;LATITUDE;LONGITUDE
145;RALEIGH;130401.85;399507.76;38.84141448;-77.00566998
527;KENTUCKY;134916.05;401361.33;38.88207903;-76.98431027
522;14TH;134934.03;401281.22;38.88224145;-76.98523352
521;14TH;134934.32;401234.65;38.8822438;-76.98577026
519;14TH;134938.93;401235.09;38.88228566;-76.98576518
446;KENTUCKY;135035.39;401355.64;38.88315443;-76.98437561
437;15TH;135040.52;401396.62;38.88320058;-76.98390329
429;15TH;135060.24;401397.91;38.88337822;-76.98388838
427;15TH;135065;401397.94;38.8834211;-76.98388802
418;KENTUCKY;135093.92;401318.95;38.88368175;-76.98479837
415;14TH;135117.92;401231.56;38.88389774;-76.98580554
406;KENTUCKY;135120.44;401301.58;38.88392034;-76.98499852
407;KENTUCKY;135059.38;401281.91;38.88337065;-76.98522534
1440;E;135020.48;401377.8;38.88302008;-76.98412024
505;PEABODY;143843.78;400004.11;38.96250427;-76.99995258
425;PEABODY;143843.84;399978.28;38.96250481;-77.00025061
5532;4TH;143253.39;399959.07;38.95718555;-77.00047223
512;H;134700.17;398288.34;38.88013402;-77.01972685
507;G;134848.51;398337.67;38.88147042;-77.01915868
502;G;134805.5;398352.55;38.88108299;-77.01898709
419;G;134848.43;398410.21;38.88146983;-77.01832265
415;G;134848.75;398422.08;38.88147274;-77.01818584
413;G;134849.39;398428.33;38.88147851;-77.01811381
300;12TH;135299;397590.32;38.88552654;-77.02777362
5703;2ND;143507.94;399665.99;38.95947854;-77.00385374
5704;2ND;143414.73;399664.67;38.95863922;-77.00386893
5900;3RD;143738.4;399743.11;38.96155495;-77.00296404
5724;2ND;143460.76;399637.64;38.95905386;-77.00418082
5725;2ND;143571.02;399627.87;38.9600471;-77.0042936
528;ONEIDA;143807.11;400056.54;38.96217394;-76.99934763
5135;12TH;142966.24;400890.58;38.95459871;-76.98972536
5123;CHILLUM;143101.08;400761.13;38.95581351;-76.99121868
404;OAKWOOD;131068.6;399730.21;38.84742095;-77.0031079
4430;MARTIN LUTHER KING JR;128630.67;398932.12;38.82545836;-77.01229788
38;GALVESTON;128492.17;399220.15;38.82421099;-77.00898072
37;FORRESTER;128620.48;399311.1;38.82536695;-77.00793347
27;GALVESTON;128534.07;399232.86;38.82458846;-77.0088344
184;FORRESTER;128584.37;398942.48;38.82504128;-77.0121785
146;ELMIRA;128676.68;399016.87;38.82587294;-77.01132195
141;GALVESTON;128539.49;398985.92;38.82463703;-77.01167817
4821;1ST;128103.14;399516.31;38.82070664;-77.00556988
4232;6TH;128918.64;400155.03;38.82805317;-76.99821458
4803;6TH;142173.42;400102.23;38.94745689;-76.99882069
4754;6TH;142085.74;400186.36;38.94666736;-76.9978502
4720;6TH;142213.82;400128.31;38.94782115;-76.99851983
4712;7TH;142118.51;400236.41;38.94696255;-76.99727282
4710;7TH;142105.11;400237.27;38.94684184;-76.99726291
4704;7TH;142078.62;400236.48;38.94660321;-76.99727203
4430;19TH;141794.73;401946.25;38.94404339;-76.97754939
4427;19TH;141820.11;401988.13;38.94427226;-76.97706622
4418;EASTERN;141802.16;402108.52;38.94411028;-76.97567753
4405;20TH;141699.7;402085.09;38.94318735;-76.97594812
421;I;134585.98;400013.6;38.87910702;-76.99984326
4313;19TH;141601.02;401901.43;38.94229883;-76.97806694
4312;21ST;141604.58;402129.34;38.94233037;-76.97543798
4312;22ND;141596.89;402221.21;38.94226087;-76.97437828
4306;22ND;141571.97;402218.82;38.94203639;-76.97440593
4308;19TH;141590.3;401858.28;38.94220235;-76.97856471
4300;22ND;141561.51;402215.53;38.94194217;-76.97444392
4221;20TH;141511.42;402083.13;38.94149127;-76.9759713
4218;20TH;141504.2;402036.05;38.94142634;-76.97651438
4213;18TH;141473.86;401733.42;38.94115368;-76.98000526
4201;19TH;141450.64;401902.67;38.94094416;-76.97805306
2011;VARNUM;141644.05;402128.41;38.9426856;-76.97544859
1443;ROCK CREEK FORD;144005.24;396989.23;38.96395358;-77.03473988
418;OGLETHORPE;143730.57;399957.41;38.96148411;-77.00049141
909;5TH;134574.87;400021.83;38.87900693;-76.99974841
410;PEABODY;143885.46;399944.82;38.96287974;-77.00063669
408;OGLETHORPE;143730.25;399936.07;38.96148156;-77.00073763
404;ONEIDA;143806.54;399932.73;38.9621688;-77.00077618
401;JEFFERSON;143004.61;400096.44;38.95494481;-76.99888736
231;ATLANTIC;129220.04;399807.41;38.83076831;-77.00221806
209;ATLANTIC;129213.14;399730.72;38.83070613;-77.0031013
642;CHESAPEAKE;129071.34;400263.3;38.82942873;-76.99696763
520;CHESAPEAKE;129070.02;400112.96;38.82941687;-76.99869906
3221;6TH;130484.96;400114.75;38.8421633;-76.99867821
3218;8TH;130540.63;400438.39;38.8426647;-76.99495021
3324;10TH;130443.66;400709.16;38.84179097;-76.99183133
653;RALEIGH;130697.8;400331.41;38.8440806;-76.99618243
646;ALABAMA;130642.07;400323.33;38.84357856;-76.99627554
1225;1ST;137601.44;399512.86;38.90627126;-77.00561634
5111;12TH;142888.88;400946.32;38.95390178;-76.98908239
5106;12TH;142885.99;400906.4;38.95387578;-76.98954295
5107;11TH;142900.34;400754.61;38.95400486;-76.99129412
424;JEFFERSON;143111.33;400125.22;38.95590617;-76.99855531
421;JEFFERSON;143055.37;400140.55;38.95540206;-76.99837845
415;KENNEDY;143108.26;400076.52;38.95587852;-76.99911717
414;JEFFERSON;143074.64;400102.64;38.95557566;-76.99881582
408;JEFFERSON;143059.24;400088.47;38.95543693;-76.99897931
407;KENNEDY;143084.69;400056.96;38.95566619;-76.99934284
273;NEWCOMB;131140.39;399701.07;38.84806766;-77.00344362
269;NEWCOMB;131148.04;399691.06;38.84813657;-77.00355893
258;OAKWOOD;131092.25;399699.56;38.84763399;-77.00346099
3841;1ST;129480.36;399465.61;38.83311325;-77.00615478
3831;1ST;129521.1;399465.34;38.83348026;-77.00615792
613;DARRINGTON;128699.46;400166.62;38.82607869;-76.99808116
1420;HAMLIN;140023.89;401306.99;38.92809265;-76.98492683
1421;IRVING;140092.29;401273.42;38.92870887;-76.98531386
1416;HAMLIN;140022.81;401292.57;38.92808295;-76.98509314
1414;HAMLIN;140022.73;401279.02;38.92808225;-76.9852494
1415;IRVING;140084.79;401260.06;38.92864133;-76.98546795
1407;IRVING;140075.85;401246.28;38.92856081;-76.98562689
47;BUCHANAN;142152.3;399403.04;38.94726677;-77.00688643
4621;NORTH CAPITOL;142231.76;399274.11;38.94798247;-77.00837383
324;ADAMS;139170.26;399863.03;38.92040384;-77.00157947
207;BRYANT;139251.41;399728.71;38.92113484;-77.00312841
2325;3RD;139221.44;399842.51;38.92086489;-77.00181611
2317;3RD;139203.05;399842.67;38.92069922;-77.00181426
2319;3RD;139207.69;399842.5;38.92074102;-77.00181622
2304;2ND;139175.08;399674.48;38.92044721;-77.00375373
215;BRYANT;139251.34;399751.41;38.92113421;-77.00286664
213;ASCOT;139194.2;399745.51;38.92061948;-77.00293466
2012;TAYLOR;141447.4;402137.91;38.94091443;-76.97533962
2005;UPSHUR;141521.87;402133.7;38.94158529;-76.97538795
2007;UPSHUR;141520;402149.21;38.94156841;-76.97520905
249;10TH;136162.78;400657.87;38.89331118;-76.99241666
245;10TH;136153.06;400656.16;38.89322362;-76.99243638
246;10TH;136166.34;400619.6;38.89334295;-76.9928578
232;10TH;136128.18;400619.5;38.89299952;-76.99285899
421;6TH;136418.05;400154.26;38.89561098;-76.99822177
415;6TH;136386.15;400157.29;38.89532362;-76.99818685
534;4TH;136561.37;399930.73;38.89690207;-77.00079852
526;4TH;136541.66;399930.85;38.89672452;-77.00079714
539;RIGGS;143698.01;400179.36;38.96119112;-76.99793053
5600;CHILLUM;143363.19;399949.34;38.95817499;-77.00058449
5581;CHILLUM;143372.47;400011.09;38.95825859;-76.99987205
1447;ROCK CREEK FORD;144014.15;396974.07;38.9640338;-77.03491485
531;RIGGS;143676.65;400140.78;38.96099871;-76.99837567
636;ALABAMA;130635.41;400289.69;38.84351858;-76.99666304
603;RALEIGH;130700.1;400202.21;38.84410103;-76.99767071
549;NEWCOMB;130851.95;400084.43;38.84546931;-76.99902742
542;OAKWOOD;130837.29;400029.03;38.84533725;-76.99966559
525;NEWCOMB;130891.71;400028.88;38.84582749;-76.99966732
352;RALEIGH;130709.92;400041.82;38.84418985;-76.99951827
5006;13TH;142516.03;401126.33;38.95054283;-76.98700624
5001;SARGENT;142501.9;400928.37;38.95041578;-76.98929
5040;SARGENT;142654.99;400883.6;38.9517949;-76.98980629
5021;12TH;142578.58;400842.81;38.95110662;-76.99027696
5011;12TH;142538.5;400844.15;38.95074556;-76.99026155
4940;SARGENT;142361.96;400884.53;38.9491552;-76.98979594
4949;12TH;142402.29;400842.69;38.94951855;-76.99027856
4925;12TH;142341.44;400844.67;38.94897039;-76.99025579
4907;12TH;142293.73;400844.24;38.94854061;-76.99026081
4909;12TH;142300.48;400843.53;38.94860141;-76.99026899
612;GALVESTON;128535.53;400111.37;38.8246016;-76.99871746
610;DARRINGTON;128737.24;400173.35;38.82641903;-76.99800365
609;FORRESTER;128566.07;400113.95;38.82487706;-76.99868774
3301;BROTHERS;130636.34;399823.07;38.84352699;-77.00203807
2920;2ND;131030.29;399547.16;38.84707576;-77.00521656
4619;NORTH CAPITOL;142227.14;399274.38;38.94794085;-77.00837071
4609;NORTH CAPITOL;142202.79;399275.75;38.9477215;-77.00835488
4611;NORTH CAPITOL;142207.82;399276.12;38.94776681;-77.00835062
41;BUCHANAN;142150.33;399388.34;38.94724901;-77.00705601
38;CRITTENDEN;142279.6;399361.92;38.94841349;-77.00736091
37;BUCHANAN;142150.45;399378.46;38.94725009;-77.00716998
19;GALLATIN;142698.23;399302.35;38.95218458;-77.00804853
16;CRITTENDEN;142277.4;399307.81;38.94839364;-77.00798512
15;GALLATIN;142698.49;399288.95;38.95218691;-77.00820312
141;TUCKERMAN;144358.35;399546.85;38.96713953;-77.00522892
6;UNDERWOOD;144596.58;399263.37;38.96928537;-77.00850027
4615;SARGENT;141994.1;400991.93;38.9458413;-76.98855749
1712;MONROE;140599.82;401715.37;38.93328011;-76.98021565
1613;NEWTON;140652.12;401543.85;38.93375156;-76.98219377
1611;LAWRENCE;140435.28;401572.04;38.93179815;-76.98186914
3511;15TH;140634.43;401367.9;38.93359249;-76.98422316
1523;NEWTON;140644.39;401415.7;38.93368214;-76.98367183
1521;MONROE;140535.99;401423.76;38.93270563;-76.98357909
219;DOUGLAS;139487.44;399757.42;38.92326108;-77.00279742
216;BRYANT;139289.97;399747.05;38.9214822;-77.00291693
216;CHANNING;139407.19;399752.27;38.92253816;-77.00285678
210;BRYANT;139289.68;399733.46;38.92147959;-77.00307365
2529;3RD;139459.49;399844.69;38.92300932;-77.00179102
2517;3RD;139426.9;399843.7;38.92271574;-77.00180243
2435;3RD;139372.2;399844.13;38.92222298;-77.00179746
2429;2ND;139364.35;399712.72;38.92215223;-77.00331285
2426;4TH;139345.2;399927.75;38.92197977;-77.00083317
527;MADISON;143313.55;400152.73;38.95772748;-76.99823787
509;MADISON;143347.26;400131.06;38.95803148;-76.99848788
483;MADISON;143366.46;400111.59;38.95820445;-76.99871252
459;RIGGS;143658.15;400110.38;38.96083206;-76.99872643
415;MADISON;143467.12;399995.01;38.95911122;-77.00005757
5028;12TH;142608.91;400794.42;38.95137988;-76.99083517
5030;12TH;142614.48;400793.02;38.95143006;-76.99085132
5026;11TH;142570.41;400695.51;38.95103281;-76.99197629
205;9TH;135498.07;400523.83;38.88732332;-76.99396226
1437;D;135118.34;401374.82;38.88390165;-76.98415439
5028;EASTERN;142832.8;401117.99;38.95339639;-76.98710194
609;4TH;134890.7;398341.27;38.88185049;-77.0191173
610;4TH;134903.17;398406.32;38.88196294;-77.01836761
158;TENNESSEE;135989.19;400955.97;38.89174715;-76.98898067
149;13TH;136002.66;401036.51;38.8918684;-76.98805227
145;13TH;135991.55;401035.62;38.89176832;-76.98806255
4837;12TH;142263.75;400841.85;38.94827054;-76.99028842
4833;12TH;142250.65;400837.06;38.94815254;-76.99034369
4801;SOUTH DAKOTA;142183.1;400893.15;38.94754397;-76.98969673
4803;SOUTH DAKOTA;142186.95;400888.86;38.94757866;-76.98974621
642;JEFFERSON;143182.26;400295.45;38.95654508;-76.99659129
637;KENNEDY;143239.5;400231.46;38.95706073;-76.99732955
648;JEFFERSON;143181.22;400308.96;38.95653571;-76.99643542
618;INGRAHAM;142976.04;400350.45;38.95468738;-76.99595685
619;JEFFERSON;143139.09;400295.63;38.95615619;-76.99658924
613;JEFFERSON;143140.55;400282.54;38.95616935;-76.99674026
612;JEFFERSON;143182.12;400226.96;38.95654384;-76.99738149
569;INGRAHAM;142949.99;400306.15;38.95445273;-76.99646795
561;INGRAHAM;142955.96;400278.66;38.95450618;-76.9967851
558;INGRAHAM;143000.3;400278.57;38.95490594;-76.99678612
542;INGRAHAM;143011.81;400226.12;38.95500964;-76.99739123
6557;NORTH CAPITOL;144650.51;399238.27;38.96977117;-77.00878997
6524;EASTERN;144597.31;399352.46;38.96929202;-77.00747222
6525;NORTH CAPITOL;144554.67;399234.76;38.96890781;-77.00883036
6537;NORTH CAPITOL;144605.18;399238.23;38.96936282;-77.00879038
3755;1ST;129757.56;399465.67;38.8356104;-77.0061543
3780;1ST;129665.72;399513.28;38.83478309;-77.00560588
3720;HORNER;129920.92;399644.72;38.83708211;-77.00409213
3702;1ST;129993.59;399509.61;38.83773669;-77.00564838
3928;1ST;129325.18;399516.65;38.83171535;-77.00556682
3833;HALLEY;129595.5;399364.05;38.83415042;-77.00732459
3836;HALLEY;129567.26;399402.47;38.83389605;-77.00688206
25;MISSISSIPPI;129374.02;399410.54;38.83215526;-77.00678895
17;MISSISSIPPI;129342.34;399402.62;38.83186953;-77.00688014
157;UPSAL;129999.56;399717.37;38.83779056;-77.00325537
4650;SOUTH CAPITOL;128306.4;399799.04;38.82253781;-77.00231419
4342;HALLEY;128721.32;399462.69;38.82627546;-77.00618782
3604;18TH;140715.93;401738.06;38.93432602;-76.97995366
3601;17TH;140700.2;401646.99;38.93418449;-76.98100408
1716;NEWTON;140708.02;401694.99;38.93425484;-76.98045044
1709;OTIS;140771.75;401669.75;38.93482899;-76.9807414
1619;OTIS;140763.96;401570.98;38.934759;-76.98188061
1616;NEWTON;140698.72;401564.09;38.93417131;-76.98196023
3614;14TH;140726.91;401150.99;38.93442589;-76.98672476
1515;HAMLIN;139988.34;401470.23;38.92777215;-76.9830443
3010;17TH;140112.95;401640.29;38.92889437;-76.98108276
3008;16TH;140053.91;401507.96;38.92836276;-76.98260903
3000;16TH;140035.24;401507.39;38.92819458;-76.98261565
2908;16TH;139962.57;401511.91;38.92753994;-76.98256368
1518;GIRARD;139914.86;401488.59;38.92711019;-76.98283272
3006;14TH;140029.19;401190.46;38.92814056;-76.98627073
2811;14TH;139849.36;401245.57;38.92652019;-76.98563549
1424;HAMLIN;140026.79;401319.65;38.92811876;-76.98478082
1385;NORTH CAROLINA;135941.5;401233.97;38.89131719;-76.98577629
1387;NORTH CAROLINA;135943.22;401237.92;38.89133268;-76.98573075
2002;RHODE ISLAND;140170.41;402085.9;38.92941105;-76.97594342
138;TENNESSEE;135943.79;400924.32;38.8913382;-76.98934555
1359;A;135876.19;401181.18;38.89072893;-76.9863849
1356;NORTH CAROLINA;135969.56;401158.87;38.89157007;-76.9866419
1324;NORTH CAROLINA;135934.43;401086.47;38.8912537;-76.9874765
140;TENNESSEE;135948.44;400929.29;38.89138009;-76.98928826
420;17TH;135066.73;401689.31;38.88343618;-76.98052983
414;17TH;135085.77;401689.23;38.8836077;-76.9805307
1749;D;135119.68;401808.31;38.88391293;-76.97915815
1735;D;135120.13;401773.24;38.88391706;-76.97956235
1723;D;135120.18;401739.98;38.88391758;-76.9799457
907;5TH;134578.96;400022.06;38.87904378;-76.99974576
1725;D;135120.21;401744.71;38.88391784;-76.97989118
1716;E;135020.64;401737.72;38.88302089;-76.979972
5417;CHILLUM;143212.78;400151.89;38.95682005;-76.99824759
541;INGRAHAM;142966.18;400228.35;38.9545986;-76.99736552
5406;8TH;143193.33;400485.15;38.95664472;-76.99440265
5385;CHILLUM;143102.52;400247.47;38.95582678;-76.99714488
5364;CHILLUM;143048.11;400266.71;38.95533663;-76.99692293
5368;CHILLUM;143053.16;400253.56;38.95538213;-76.99707464
5328;CHILLUM;143037.11;400389.36;38.95523716;-76.9955079
5355;CHILLUM;143080.53;400349.02;38.95562865;-76.99597329
5344;CHILLUM;143040.96;400335.83;38.9552722;-76.99612548
1912;FOXVIEW;138600.25;392573.24;38.9152373;-77.08563543
5325;CHILLUM;143079.62;400447.86;38.95562041;-76.99483295
5264;CHILLUM;143036.96;400619.08;38.95523601;-76.9928576
31;TUCKERMAN;144360.33;399334.54;38.96715723;-77.00767878
3900;1ST;129557.17;399213.22;38.833805;-77.00906174
18;BRANDYWINE;129074.26;399159.7;38.82945468;-77.00967757
16;BRANDYWINE;129074.41;399164.92;38.82945603;-77.00961745
4332;HALLEY;128758.58;399452.67;38.82661111;-77.00630324
4333;HALLEY;128729.61;399415.3;38.82635011;-77.00673358
4326;HALLEY;128780.35;399447.61;38.82680723;-77.00636153
4308;HALLEY;128844.85;399439.93;38.82738827;-77.00645003
4317;12TH;129546.04;401172.97;38.83370431;-76.98649033
4217;WHEELER;129448.57;400945.08;38.83282653;-76.98911519
3911;9TH;129431.85;400723.65;38.83267612;-76.99166549
4220;LIVINGSTON;128876.37;399701.45;38.82767234;-77.00343826
4196;LIVINGSTON;128939.53;399707.14;38.82824132;-77.00337275
5233;CHILLUM;143083.3;400591.72;38.95565314;-76.99317321
522;HAMILTON;142915.25;400227.03;38.9541398;-76.99738077
5212;11TH;143007.38;400711.92;38.95496948;-76.99178652
5200;EASTERN;143064.62;400892.48;38.95548495;-76.98970331
5203;11TH;142980.87;400754.91;38.9547303;-76.99129057
5349;C;135163.72;406573.6;38.88428695;-76.92423495
5205;12TH;143050.88;400855.85;38.95536121;-76.99012593
211;ADAMS;139127.75;399742.59;38.92002087;-77.00296831
53;VICTOR;141721.66;399397.11;38.94338744;-77.00695446
4413;2ND;141718.15;399659.08;38.94335596;-77.00393258
